State,District,population,population_proper,Location,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management (₹/Ton)
HIMACHAL,Una,677284,578841.9868,Suburban,Mixed,486037875.1,83.9,130,Severe,Mixed,Recycling,59.84206337,1070
HIMACHAL,Hum,6736303,5020589.583,Rural,Hydro,499956372.5,84.5,390,Satisfactory,Mixed,Composting,24.67130679,2781
J&K,Anantnag,7781486,7072678.35,Urban,Thermal,313159403.5,55.9,86,Moderate,Biodegradable,Composting,21.1565076,3134
J&K,Kulgam,6513349,4180692.827,Urban,Hydro,447218596.8,49.9,398,Severe,Non-Biodegradable,Composting,49.58998982,835
J&K,Pulwama,9362755,8351798.03,Suburban,Wind,92841852.9,48.2,62,Moderate,Biodegradable,Incineration,34.76145953,2634
J&K,Shopian,230326,173660.6256,Rural,Mixed,358265253.8,47.5,304,Moderate,E-Waste,Landfill,55.9215171,1058
J&K,Srinagar,1347874,1014465.482,Urban,Wind,377196729.5,72.3,52,Satisfactory,E-Waste,Composting,43.73773453,4230
J&K,Ganderbal,8811160,6885899.51,Suburban,Solar,493968167.3,74.3,115,Satisfactory,Non-Biodegradable,Incineration,75.58752548,3132
J&K,Budgam,6305316,4686737.011,Rural,Solar,295161576.7,47.9,75,Severe,E-Waste,Recycling,85.03054054,1898
J&K,Baramulla,5323490,3865851.32,Urban,Solar,493525185.7,73.9,88,Severe,Non-Biodegradable,Incineration,29.59787786,765
J&K,Bandipora,8365065,5160168.511,Suburban,Wind,348522085.1,80.3,104,Severe,E-Waste,Composting,29.37802007,1909
J&K,Kupwara,9288777,7121890.472,Rural,Hydro,345265000.8,69.6,135,Poor,Non-Biodegradable,Incineration,12.8454961,3668
J&K,Leh,8390771,6820466.552,Urban,Hydro,239514510.4,64.5,270,Moderate,E-Waste,Composting,68.05375816,2809
J&K,Kargil,7035506,6020993.611,Suburban,Thermal,466634760.3,49.3,290,Satisfactory,E-Waste,Composting,57.38346389,3165
J&K,Jammu,4044084,2449294.185,Urban,Solar,495084871.7,62.1,125,Satisfactory,Non-Biodegradable,Incineration,66.91575083,4760
J&K,Samba,7969489,5432481.528,Rural,Solar,154034936.1,63.8,364,Severe,Biodegradable,Composting,49.45952803,657
J&K,Udhampur,8488273,7567949.103,Urban,Thermal,239069253.8,62.8,65,Good,Mixed,Composting,52.14058119,2344
J&K,Reasi,633353,502762.6497,Suburban,Thermal,273340448.9,63.8,98,Satisfactory,Mixed,Recycling,44.51916271,1944
J&K,Kathua,6669827,4883996.191,Rural,Wind,13485255.74,45.1,136,Very Poor,Non-Biodegradable,Incineration,84.63099938,2826
J&K,Doda,5863440,3834352.111,Urban,Hydro,432364962.8,77,138,Satisfactory,Non-Biodegradable,Composting,26.6280196,4032
J&K,Kishtwar,9014443,8300763.526,Suburban,Mixed,473479095,43.2,82,Very Poor,Non-Biodegradable,Incineration,60.57896771,1049
J&K,Ramban,3320584,2623025.365,Urban,Hydro,247266865.3,57.6,91,Very Poor,E-Waste,Composting,32.70994295,4211
J&K,Rajouri,7036512,5632346.803,Rural,Hydro,74518177.28,70.3,50,Moderate,E-Waste,Composting,10.64052464,3201
J&K,Poonch,6292562,4024402.747,Urban,Hydro,473882014.9,85,115,Severe,Non-Biodegradable,Recycling,65.07283517,3801
JHARKHAND,Bokaro,3363669,2144515.073,Urban,Thermal,333324678.9,71.6,196,Good,Biodegradable,Recycling,21.46835192,1632
JHARKHAND,Chatra,4101027,2663517.17,Suburban,Hydro,279068810.7,68.7,239,Moderate,Mixed,Composting,16.8605283,1614
JHARKHAND,Deoghar,4630967,2925873.62,Rural,Solar,416438461.7,43.3,296,Good,Non-Biodegradable,Composting,28.13669277,3734
JHARKHAND,Dhanbad,7410065,6972210.916,Rural,Mixed,222247431.5,73.6,374,Moderate,Non-Biodegradable,Landfill,35.1331326,2453
JHARKHAND,Dumka,2844756,2143241.899,Urban,Hydro,72734120.9,64.2,110,Satisfactory,Biodegradable,Incineration,18.77354683,1414
JHARKHAND,East Singhbhum,4414968,3569195.689,Rural,Hydro,336035044.8,42.2,163,Good,Non-Biodegradable,Composting,50.17539464,4823
JHARKHAND,Garhwa,1825775,1685296.787,Rural,Solar,267385778.9,86.6,255,Good,Non-Biodegradable,Composting,41.60904033,2068
JHARKHAND,Giridih,1972895,1223907.569,Rural,Thermal,40459499.06,45.9,310,Good,Mixed,Composting,39.97456257,1863
JHARKHAND,Godda,4199230,2977561.042,Suburban,Thermal,376060448.3,60.3,102,Severe,E-Waste,Recycling,48.20817662,1299
JHARKHAND,Gumla,7533922,5964009.154,Rural,Solar,314589834.2,78.1,77,Satisfactory,Mixed,Composting,30.57367887,527
JHARKHAND,Hazaribagh,9697304,7562025.306,Urban,Wind,81314097.16,60.4,358,Severe,Mixed,Incineration,24.84495958,1791
JHARKHAND,Jamtara,1793075,1662912.574,Rural,Hydro,456989690.7,74,301,Severe,E-Waste,Landfill,32.88421925,4353
JHARKHAND,Khunti,8589251,5284408.505,Urban,Mixed,121909657.3,49.7,253,Severe,E-Waste,Incineration,48.53675253,3187
JHARKHAND,Koderma,726803,646765.8128,Rural,Solar,185089877.3,43,212,Satisfactory,Non-Biodegradable,Composting,63.3948087,2200
JHARKHAND,Latehar,8934278,5413972.978,Urban,Mixed,415386730.4,62,242,Poor,Mixed,Landfill,53.91603372,1887
JHARKHAND,Lohardaga,5137406,4124078.912,Suburban,Thermal,229031195.8,41.7,376,Very Poor,Mixed,Composting,66.57225949,1107
JHARKHAND,Pakur,9007562,6848007.746,Urban,Mixed,422316198.2,83.1,68,Poor,Non-Biodegradable,Recycling,83.77973298,4891
JHARKHAND,Palamau,1268135,989032.3266,Urban,Solar,71361577.46,68.8,243,Severe,Non-Biodegradable,Incineration,66.25498794,1363
JHARKHAND,Ramgarh,5727368,5436783.783,Rural,Thermal,470462170.1,92.3,92,Satisfactory,Non-Biodegradable,Landfill,71.1137475,4873
JHARKHAND,Ranchi,2531207,2389825.757,Urban,Solar,69754344.64,79.5,377,Moderate,Non-Biodegradable,Incineration,16.36287,4265
JHARKHAND,Sahebganj,4786515,3079806.352,Rural,Solar,192537998.5,52.2,115,Severe,Non-Biodegradable,Incineration,77.98551084,3000
JHARKHAND,Saraikela - Kharsawan,6994026,5288962.822,Rural,Hydro,361018010.8,47,113,Poor,Mixed,Recycling,26.03526412,3126
JHARKHAND,Simdega,2682506,2166127.51,Urban,Hydro,471646588.1,91.5,254,Satisfactory,E-Waste,Landfill,67.35292269,3385
JHARKHAND,West Singhbhum,6912774,5260934.596,Rural,Mixed,104072631.1,40.4,351,Satisfactory,Biodegradable,Landfill,64.18904503,2559
KARNATAKA,Bagalkote,1469828,1133135.227,Suburban,Solar,351644379.1,65.8,224,Very Poor,Biodegradable,Recycling,39.34781159,1263
KARNATAKA,Ballari,1062315,985363.5688,Urban,Thermal,197839789.6,58.2,148,Very Poor,Non-Biodegradable,Composting,62.26222562,2945
KARNATAKA,Belagavi,9457771,8642373.07,Suburban,Thermal,21653514.49,90.2,273,Moderate,Biodegradable,Landfill,37.63705531,1973
KARNATAKA,Bengaluru Rural,5684354,3731800.02,Suburban,Mixed,481241155.2,93.7,394,Satisfactory,E-Waste,Incineration,87.09306407,3089
KARNATAKA,Bengaluru Urban,7025290,5632334.942,Rural,Hydro,66162975.71,58,319,Moderate,Non-Biodegradable,Composting,34.79992218,2047
KARNATAKA,Bidar,4001675,2654146.969,Rural,Thermal,163556424.3,88.1,368,Poor,Mixed,Incineration,17.2432137,4074
KARNATAKA,Chamrajnagara,8512579,5624442.334,Urban,Wind,232595449.9,93.9,244,Severe,Mixed,Recycling,58.80219002,1912
KARNATAKA,Chikballapur,1632186,1272776.559,Suburban,Hydro,34861779.36,79.7,169,Poor,Mixed,Incineration,68.42931034,4904
KARNATAKA,Chikkamagaluru,9397230,5937028.245,Rural,Hydro,205829591.6,81.7,272,Good,Mixed,Landfill,84.727266,3305
KARNATAKA,Chitradurga,1106777,809211.5378,Suburban,Thermal,139145651,49.5,354,Very Poor,Mixed,Incineration,65.85943472,3643
KARNATAKA,Dakshin Kannada,9435824,8164801.199,Urban,Hydro,21609596.79,65.5,311,Good,E-Waste,Composting,36.20507242,3163
KARNATAKA,Davangere,8580503,8011466.725,Rural,Wind,279998319.2,50.5,82,Very Poor,Biodegradable,Incineration,23.96269809,4625
KARNATAKA,Dharwad,2289306,1396432.585,Suburban,Wind,441729671.1,61.9,348,Severe,Biodegradable,Landfill,74.36021174,2282
KARNATAKA,Gadag,6567936,5932332.212,Urban,Solar,127363326.6,47.1,165,Poor,E-Waste,Composting,89.72067924,4375
KARNATAKA,Hassan,349071,328502.7153,Rural,Mixed,24636015.26,75.3,254,Poor,E-Waste,Composting,82.20178196,4362
KARNATAKA,Haveri,566469,423488.4163,Suburban,Mixed,223385855.5,56.1,197,Good,Non-Biodegradable,Composting,62.69846212,799
KARNATAKA,Kalaburagi,7967304,6521694.721,Rural,Hydro,63501602.07,89.3,391,Moderate,E-Waste,Landfill,65.81909099,617
KARNATAKA,Kodagu,9354271,7555591.256,Urban,Thermal,21516474.7,54.6,246,Satisfactory,Non-Biodegradable,Landfill,43.98478914,870
KARNATAKA,Kolar,9668663,7832516.024,Suburban,Mixed,251431874.3,55.8,190,Severe,E-Waste,Composting,23.29023801,1093
KARNATAKA,Koppal,2632076,2495006.83,Urban,Thermal,274860005.7,85.4,389,Very Poor,E-Waste,Landfill,48.73684593,1591
KARNATAKA,Mandya,8317334,7213166.563,Rural,Solar,405065476.9,89,141,Severe,Mixed,Recycling,71.34337561,2375
KARNATAKA,Mysuru,8005735,7383568.011,Suburban,Wind,62684974.59,68.8,267,Severe,Mixed,Incineration,24.10205654,873
KARNATAKA,Raichur,1297436,880786.8228,Urban,Hydro,439527440.5,87.2,111,Good,Biodegradable,Incineration,38.86305581,3367
KARNATAKA,Ramanagara,4667731,2990257.931,Rural,Mixed,217126117,56.7,304,Satisfactory,E-Waste,Recycling,19.52108228,3159
KARNATAKA,Shivamogga,8924413,6754452.042,Urban,Solar,411058575.6,70.4,42,Good,E-Waste,Landfill,59.25234153,3335
KARNATAKA,Tumakuru,4012740,2678423.269,Rural,Mixed,37914395.25,72.9,231,Severe,E-Waste,Recycling,41.16135355,4404
KARNATAKA,Udupi,3773925,3366231.613,Suburban,Mixed,81181605.81,77,70,Good,Biodegradable,Incineration,39.73145956,3024
KARNATAKA,Uttar kannada,9804939,6477494.314,Urban,Mixed,412432820.9,64.7,106,Good,Biodegradable,Recycling,63.26190188,4780
KARNATAKA,Vijayapura,371970,267404.8146,Rural,Hydro,288316591.1,70.6,203,Poor,Mixed,Incineration,84.87433383,739
KARNATAKA,Yadgir,6538061,6044196.612,Suburban,Thermal,179724875.7,54.1,216,Very Poor,Non-Biodegradable,Recycling,57.47506599,4379
KERALA,Alappuzha,4694043,3609136.726,Urban,Mixed,447351688.1,46,304,Moderate,Non-Biodegradable,Landfill,11.09512941,3975
KERALA,Ernakulam,4161512,3152353.453,Urban,Solar,401704263.7,46,145,Satisfactory,Non-Biodegradable,Landfill,38.21165764,1308
KERALA,Idukki,3737878,2260732.433,Suburban,Solar,317423930.3,43,148,Satisfactory,Mixed,Incineration,66.42500967,2550
KERALA,Kannur,2313782,2150622.202,Urban,Mixed,395323495.3,51.3,238,Satisfactory,Non-Biodegradable,Incineration,12.0751516,4219
KERALA,Kasargod,3952126,2622045.364,Rural,Mixed,308369638.7,71.7,104,Poor,Non-Biodegradable,Composting,82.79371452,3043
KERALA,Kollam,6079786,4210262.745,Urban,Solar,126908908,43.7,155,Poor,E-Waste,Incineration,62.71343969,1798
KERALA,Kottayam,3929395,3436947.308,Rural,Hydro,275288552.4,69.9,265,Good,Non-Biodegradable,Composting,37.86571109,916
KERALA,Kozhikode,3595961,2293197.725,Suburban,Solar,257796507.2,43.6,213,Very Poor,Non-Biodegradable,Recycling,51.4066136,1324
KERALA,Malappuram,9671623,8965725.235,Suburban,Hydro,139977425.3,42.4,137,Severe,Non-Biodegradable,Landfill,73.55748809,600
KERALA,Palakkad,5793282,5275101.628,Rural,Mixed,217204623.4,82.8,261,Poor,Biodegradable,Composting,38.95829427,967
KERALA,Pathanamthitta,590706,550906.8035,Urban,Wind,3748701.85,63.4,376,Moderate,Biodegradable,Landfill,36.85788383,4424
KERALA,Thiruvananthapuram,1602005,987089.5886,Rural,Wind,15837322.99,40.3,294,Satisfactory,E-Waste,Composting,38.23330936,3237
KERALA,Thrissur,5620311,4687579.285,Urban,Hydro,23804378.32,65.5,397,Very Poor,Non-Biodegradable,Composting,10.23989476,2881
KERALA,Wayanad,747505,599961.3871,Urban,Hydro,291165214.9,75.9,278,Satisfactory,Biodegradable,Landfill,47.84548632,4912
MADHYAPRADESH,Agar,1194625,746566.3377,Urban,Mixed,222356480.7,91.4,395,Moderate,Biodegradable,Landfill,14.77348644,4499
MADHYAPRADESH,Alirajpur,4570152,3570934.532,Urban,Thermal,11704776.41,78.6,65,Poor,Non-Biodegradable,Landfill,45.79773931,2977
MADHYAPRADESH,Anuppur,6541911,5155632.355,Suburban,Mixed,203980979,63.9,254,Poor,E-Waste,Composting,28.66310717,1193
MADHYAPRADESH,Ashoknagar,929002,867417.5131,Rural,Thermal,199725190.8,73.8,220,Poor,Non-Biodegradable,Incineration,29.69288474,2462
MADHYAPRADESH,Balaghat,852813,558648.0427,Rural,Thermal,173855000.9,83.5,312,Good,Non-Biodegradable,Composting,26.99891002,4364
MADHYAPRADESH,Barwani,7438050,5292034.632,Urban,Thermal,44894682.9,40.5,103,Poor,Biodegradable,Incineration,63.30628411,902
MADHYAPRADESH,Betul,2879711,2154173.856,Suburban,Thermal,35814823.35,84.4,116,Severe,E-Waste,Composting,19.74909287,2196
MADHYAPRADESH,Bhind,7229157,4975497.497,Rural,Thermal,182919395.1,83.6,45,Moderate,Biodegradable,Composting,29.90167822,716
MADHYAPRADESH,Bhopal,9857503,9108070.934,Suburban,Wind,369725162.3,89.6,271,Very Poor,E-Waste,Incineration,77.02134867,2497
MADHYAPRADESH,Burhanpur,1580396,1136176.606,Urban,Solar,42522624.09,85.9,183,Good,Biodegradable,Recycling,36.79650422,2247
MADHYAPRADESH,Chhatarpur,3554388,3336490.521,Urban,Solar,60991545.52,48.6,212,Very Poor,Mixed,Composting,79.56387925,1129
MADHYAPRADESH,Chhindwara,7265460,6538883.973,Rural,Mixed,369731725.5,93.2,331,Very Poor,Biodegradable,Landfill,30.20260099,3717
MADHYAPRADESH,Damoh,5246436,3378960.896,Suburban,Hydro,59668319.15,73.1,325,Satisfactory,Biodegradable,Incineration,57.81338971,2010
MADHYAPRADESH,Datia,3785808,3043385.152,Urban,Thermal,29283926.58,81.2,385,Severe,Mixed,Incineration,38.93482219,4676
MADHYAPRADESH,Dewas,9758490,6094838.626,Suburban,Hydro,359483544.7,60.7,91,Poor,Biodegradable,Composting,76.49793205,3379
MADHYAPRADESH,Dhar,7221206,5049298.265,Suburban,Solar,485188761.2,55.3,120,Good,E-Waste,Recycling,40.42289962,4243
MADHYAPRADESH,Dindori,4340346,2694716.186,Urban,Hydro,139745805.5,73.1,349,Poor,Mixed,Incineration,88.99603451,1468
MADHYAPRADESH,Guna,8001543,5623141.854,Rural,Mixed,431753362.1,91,340,Very Poor,Biodegradable,Composting,77.61423592,4587
MADHYAPRADESH,Gwalior,9469361,7500796.857,Rural,Mixed,192125153.6,87.2,146,Very Poor,Mixed,Composting,55.2605228,1765
MADHYAPRADESH,Harda,1066884,674037.538,Urban,Mixed,192917389.6,51.4,144,Very Poor,Mixed,Landfill,60.55160327,3397
MADHYAPRADESH,Hoshangabad,3670687,3387591.516,Rural,Wind,329271500.8,42.1,227,Satisfactory,Biodegradable,Landfill,34.3033652,4277
MADHYAPRADESH,Indore,9793611,7115024.279,Urban,Thermal,323952291.9,54.9,121,Moderate,Non-Biodegradable,Recycling,77.75753138,1084
MADHYAPRADESH,Jabalpur,9421104,6529097.744,Suburban,Solar,173874323.7,81,394,Severe,Biodegradable,Landfill,16.48677396,994
MADHYAPRADESH,Jhabua,5319447,3972665.121,Rural,Wind,488395269.9,86.9,303,Very Poor,Non-Biodegradable,Incineration,22.29640166,928
MADHYAPRADESH,Katni,6337367,5168058.164,Urban,Thermal,468558843.8,91.2,375,Good,E-Waste,Incineration,28.55450036,4213
MADHYAPRADESH,Khandwa,4533604,3214001.541,Urban,Wind,461247123.2,83.5,380,Satisfactory,E-Waste,Landfill,32.28562115,3518
MADHYAPRADESH,Khargone,7641318,6276747.159,Urban,Thermal,67473217.38,86.1,89,Poor,Non-Biodegradable,Recycling,79.36511,4371
MADHYAPRADESH,Mandla,4962135,4067037.027,Suburban,Mixed,377557694.7,63.8,85,Severe,Non-Biodegradable,Landfill,29.57201229,1652
MADHYAPRADESH,Mandsaur,7371399,6816304.669,Urban,Mixed,59477849.25,65.7,254,Moderate,Non-Biodegradable,Recycling,20.180103,1341
MADHYAPRADESH,Morena,2784810,1698591.278,Suburban,Thermal,394572728.9,49.3,150,Severe,Biodegradable,Landfill,17.39801062,3776
MADHYAPRADESH,Narsinghpur,5375506,4839529.765,Suburban,Thermal,422759554.5,71,242,Poor,E-Waste,Recycling,87.81863178,753
MADHYAPRADESH,Neemuch,2240350,1852308.651,Suburban,Thermal,247621165.9,71.3,218,Moderate,Biodegradable,Recycling,85.94348292,3459
MADHYAPRADESH,Panna,2461797,2302618.959,Urban,Hydro,357997926.4,75.8,395,Satisfactory,E-Waste,Incineration,13.93329652,1673
MADHYAPRADESH,Raisen,8409920,7172424.037,Suburban,Hydro,212257121,91.4,73,Poor,Mixed,Landfill,67.93167154,3797
MADHYAPRADESH,Rajgarh,2091715,1606284.299,Urban,Solar,91790286.65,88,363,Moderate,Biodegradable,Landfill,64.23712751,4414
MADHYAPRADESH,Ratlam,150883,121553.4963,Rural,Wind,492667697.7,56.3,177,Severe,Mixed,Landfill,82.43003946,4250
MADHYAPRADESH,Rewa,1231391,887897.8649,Urban,Mixed,380156624.5,68.7,67,Satisfactory,E-Waste,Incineration,56.46709233,4941
MADHYAPRADESH,Sagar,7538281,5270178.893,Rural,Solar,367887429.1,85.8,139,Severe,Biodegradable,Incineration,43.23223789,1093
MADHYAPRADESH,Satna,9068602,7394173.976,Suburban,Mixed,375663202.1,80.5,183,Good,E-Waste,Landfill,55.42567098,4410
MADHYAPRADESH,Sehore,2304861,1502715.332,Urban,Mixed,349047826.5,71.9,346,Good,E-Waste,Landfill,76.79529358,4725
MADHYAPRADESH,Seoni,1761095,1393609.852,Rural,Hydro,256432352.5,51.2,205,Severe,Biodegradable,Landfill,50.2255874,4847
MADHYAPRADESH,Shahdol,3873589,3546957.84,Urban,Hydro,266875196.9,89.9,287,Very Poor,Biodegradable,Recycling,17.36693985,2899
MADHYAPRADESH,Shajapur,3434007,2733633.332,Urban,Wind,480970773,65.2,304,Severe,Non-Biodegradable,Recycling,62.50824274,613
MADHYAPRADESH,Sheopur,1890618,1421899.922,Rural,Hydro,412185932.7,64.2,117,Very Poor,Biodegradable,Recycling,49.9379623,2435
MADHYAPRADESH,Shivpuri,7077349,5355653.182,Suburban,Thermal,28014824.11,80.4,157,Moderate,Non-Biodegradable,Landfill,10.29038427,1318
MADHYAPRADESH,Sidhi,7477283,6213294.037,Suburban,Wind,490433179.4,88.7,305,Severe,Mixed,Landfill,72.95223937,3828
MADHYAPRADESH,Singrauli,8819844,7673873.367,Urban,Solar,114208435.1,62.2,327,Poor,E-Waste,Recycling,50.76089063,2453
MADHYAPRADESH,Tikamgarh,2457088,2246335.917,Rural,Thermal,470863302.1,85.5,224,Severe,E-Waste,Incineration,45.81179684,2042
MADHYAPRADESH,Ujjain,454693,428688.2921,Suburban,Wind,295977577.8,90.4,215,Severe,Biodegradable,Recycling,33.27351793,3891
MADHYAPRADESH,Umaria,3190329,2290072.667,Suburban,Wind,173245270.1,66.7,128,Satisfactory,Non-Biodegradable,Recycling,74.77950978,2798
MADHYAPRADESH,Vidisha,803090,626528.1434,Urban,Thermal,173323176.3,57.5,61,Severe,Biodegradable,Composting,14.20087217,2554
MAHARASHTRA,Ahmednagar,7198048,5569154.914,Rural,Solar,42244103.93,84,185,Moderate,Biodegradable,Incineration,44.36687314,4814
MAHARASHTRA,Akola,7204507,5079778.856,Rural,Hydro,203826997.6,41.1,94,Moderate,Biodegradable,Recycling,29.93886967,2341
MAHARASHTRA,Amravati,635015,529532.1054,Suburban,Thermal,453959096.7,59.3,68,Moderate,Biodegradable,Composting,53.88981993,874
MAHARASHTRA,Aurangabad,1440077,1082787.426,Rural,Hydro,38954863.78,50,117,Severe,Non-Biodegradable,Incineration,38.89951653,4856
MAHARASHTRA,Beed,4963292,4489340.684,Suburban,Hydro,412971851.2,66.8,189,Moderate,E-Waste,Landfill,50.59407249,3551
MAHARASHTRA,Bhandara,2984536,1836164.68,Urban,Hydro,329612649.2,86.5,356,Good,Biodegradable,Landfill,23.09800658,4591
MAHARASHTRA,Buldhana,8741147,7197572.333,Urban,Wind,34038717.79,46.5,337,Very Poor,E-Waste,Recycling,78.91396041,3517
MAHARASHTRA,Chandrapur,4180962,3493639.971,Suburban,Thermal,239993488.3,46.3,247,Very Poor,Mixed,Incineration,11.84031163,4670
MAHARASHTRA,Dhule,2534204,1749348.8,Suburban,Solar,280943463.7,87,234,Severe,Mixed,Recycling,30.95997265,2447
MAHARASHTRA,Gadchiroli,7030581,5883718.847,Urban,Wind,365228006.3,58.8,312,Satisfactory,Biodegradable,Composting,37.70992122,2751
MAHARASHTRA,Gondia,3292221,2871831.386,Suburban,Wind,227355903.5,88.9,254,Very Poor,Biodegradable,Composting,83.56171453,3118
MAHARASHTRA,Hingoli,9147016,5898196.293,Rural,Solar,375457241.8,88,80,Satisfactory,Non-Biodegradable,Incineration,66.04159071,1735
MAHARASHTRA,Jalgaon,6856370,6328866.574,Rural,Thermal,225511920,49.4,137,Moderate,E-Waste,Composting,66.27555445,3424
MAHARASHTRA,Jalna,1431839,1291266.072,Suburban,Wind,165707790.4,72.5,242,Severe,Biodegradable,Incineration,65.6785322,1922
MAHARASHTRA,Kolhapur,3048701,2372108.64,Rural,Mixed,108327193.8,94.8,141,Very Poor,E-Waste,Landfill,20.76026661,1207
MAHARASHTRA,Latur,8521222,7673114.822,Urban,Hydro,480043351.2,41.6,328,Good,Biodegradable,Incineration,37.89043006,2539
MAHARASHTRA,Nagpur,9180490,8209715.261,Rural,Hydro,495185782.6,70.2,336,Very Poor,Biodegradable,Recycling,86.2941432,2013
MAHARASHTRA,Nanded,3090158,2453320.154,Suburban,Mixed,51075436.06,47.8,293,Poor,Mixed,Incineration,78.32889438,3752
MAHARASHTRA,Nandurbar,927677,772684.3687,Urban,Solar,416081908.7,82.3,113,Poor,Mixed,Incineration,37.49464521,4938
MAHARASHTRA,Nashik,9112480,6467034.581,Urban,Mixed,109384659.4,48.7,207,Poor,Biodegradable,Incineration,73.70135753,4560
MAHARASHTRA,Osmanabad,3706675,2532263.285,Suburban,Hydro,201761749.6,50,289,Good,E-Waste,Incineration,32.41485395,4938
MAHARASHTRA,Palghar,2641588,2120893.451,Suburban,Hydro,155550233.4,69.1,341,Poor,Biodegradable,Incineration,27.99559165,503
MAHARASHTRA,Parbhani,4522568,4084944.883,Suburban,Wind,65015604.6,83.7,95,Moderate,Non-Biodegradable,Recycling,30.43924004,3857
MAHARASHTRA,Pune,7122008,5452545.628,Urban,Hydro,137177426.6,48.1,336,Very Poor,Mixed,Recycling,35.3567139,4386
MAHARASHTRA,Raigad,8268442,5966020.255,Suburban,Mixed,390347655.1,51.5,90,Severe,Biodegradable,Landfill,83.73995507,4541
MAHARASHTRA,Ratnagiri,5458628,3501639.223,Rural,Wind,246656225.4,69,367,Satisfactory,Non-Biodegradable,Composting,50.03630107,1402
MAHARASHTRA,Sangli,3923079,3440410.156,Suburban,Thermal,273245045.5,42,267,Severe,Biodegradable,Incineration,64.65505379,3010
MAHARASHTRA,Satara,2417448,2057678.643,Rural,Hydro,6335290,53.7,108,Very Poor,Mixed,Recycling,11.12841391,3699
MAHARASHTRA,Sindhudurg,6875785,5473600.339,Urban,Solar,455766681.8,83.2,113,Satisfactory,Mixed,Incineration,67.89620402,3052
MAHARASHTRA,Solapur,7374562,5527207.08,Rural,Mixed,457537443,82.4,120,Severe,Biodegradable,Incineration,12.11091095,4045
MAHARASHTRA,Thane,5230588,3722177.804,Urban,Hydro,18451230.66,54.2,350,Severe,E-Waste,Incineration,55.25019174,892
MAHARASHTRA,Wardha,5808977,4869803.904,Urban,Wind,220006573.3,49,369,Satisfactory,Mixed,Composting,69.13589274,1400
MAHARASHTRA,Washim,4336985,3833519.826,Rural,Thermal,305228451.8,81.1,81,Severe,Non-Biodegradable,Landfill,89.35542018,3429
MAHARASHTRA,Yawatmal,71610,54756.49494,Rural,Thermal,185940677.4,70.5,246,Good,Non-Biodegradable,Composting,30.03149383,714
MANIPUR,Bishnupur,7386566,4936599.144,Urban,Hydro,275804037.1,62.4,317,Good,Biodegradable,Recycling,43.19486669,3001
