state,population,peak_demand_MW,annual_generation_GWh,total_installed_capacity_MW,coal_MW,gas_MW,hydro_MW,nuclear_MW,solar_utility_MW,solar_rooftop_MW,wind_MW,biomass_MW,other_renewables_MW,renewables_share_percent,CO2_emissions_MtCO2,TnD_losses_percent,storage_capacity_MWh,pumped_hydro_MW_MWh,battery_storage_MW_MWh,microgrid_projects_count,stranded_renewable_capacity_MW,avg_retail_tariff_INR_per_kWh,domestic_tariff_INR_per_kWh,industrial_tariff_INR_per_kWh,commercial_tariff_INR_per_kWh,major_DISCOMs,RPO_target_percent,recent_policies_notes,major_projects_under_construction,grid_constraints_notes,resource_score_solar,resource_score_wind,notes,year,CO2_per_MWh,renewables_to_demand_ratio
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,766.7337881618497,314.27237488515146,2086.67576225811,1252.8712349146333,755.9367112676489,52.84060445306814,392.41598610028814,19.947846774524177,168.5786434157021,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2016,0.002082257417343416,0.09656079423808965
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,394.0961333199657,655.2570562118871,814.9781200353697,766.1023960147323,290.9230392056002,25.670561510000407,118.38548258083969,23.8451771525548,110.46258030483797,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2016,0.0075031995551299085,0.1299364604614678
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,700.5145484283693,195.36767649011534,484.2433595005482,283.8417918991391,110.05903535223683,57.72884599172064,94.78935660533881,18.188609683741465,22.02659647813977,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2016,0.0006235362461622482,0.0558640762881277
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,3878.4890344517694,682.2839807269363,2134.9464141060944,691.8038134217265,1103.2702010032936,55.37110641016928,562.4866646063873,12.04298197670826,243.14992280628596,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2016,0.8816405401354033,0.43638273038611414
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,5495.259930203688,1914.2495546457606,986.1324481159799,1663.091345106377,1195.3027657925927,21.10390509645507,450.05661633606314,11.167451832631858,239.49961176891966,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2016,0.00504717524207764,1.3226473738424462
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,4155.921464360749,349.6460161982855,2798.3117439823545,1342.6517715543584,1445.3930877511589,53.360912834372215,460.3099046662518,14.650871902717938,167.65626377958472,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2016,0.02423704215807981,0.596847587222734
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2046.0912437502964,660.6392177008189,611.1702129401039,209.10712712797252,201.66702294378217,15.59101114435227,302.16519458234075,12.283102528123583,145.11017459663913,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2016,0.0992332330319674,0.09986431285800984
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,2776.748188893775,985.1004023891454,2154.839927451968,1482.018931124139,1465.401524258973,12.015495489240449,469.79591252191807,21.20553227823871,327.4548222712243,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2016,0.005049017297945319,0.4672376034012648
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,4487.613975706422,1024.6376755362314,2616.575980692876,1709.1292421239723,858.4957445862589,32.91912102817113,1050.9269756160168,18.26884795636358,377.07655142675003,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2016,0.015157673483276604,0.7167910290753736
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,1794.3277079387442,1506.2948997931023,3927.914164491072,972.7210891251525,1274.3983023459125,44.72226385714697,327.5235078111221,18.36049579033053,201.78501750453063,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2016,0.0027531775509080387,0.6217313214576659
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,2709.166840787793,2356.6617854047286,2243.670117568641,2680.294179709375,989.3942662464996,58.77008971816032,529.9896946033602,19.703124532365024,492.1944024858829,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2016,0.03740223673982782,0.35433593173732975
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,1807.7952750851473,1334.8079879477662,2537.2761746901833,1770.5634210181693,774.6937609066591,41.02499250032756,571.3324849252556,19.209666010920028,223.2596159255213,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2016,0.008054537167823941,0.5865104982083968
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,472.66460085641813,21.050369274481138,234.40635101473293,164.81545207600035,64.6384728804719,47.39919104703805,30.44932185103436,21.2887748586176,16.3654142340545,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2016,0.00020439490277455888,0.07007822737573635
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,5294.966583977755,1228.8471442477364,1448.5891319953944,1594.9660756471037,807.0668599995367,24.86916838001172,994.4768642973058,19.13932883113253,472.6814471317822,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2016,0.005474445740332415,0.21255151816999887
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,4255.778433323531,1321.49323502492,1918.4244674253403,2027.4645129483158,503.1749552013432,13.26507623798803,969.1034059365722,17.078341321663576,388.6918182161439,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2016,0.005462384061779635,0.19506678919955156
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,332.1208628791798,36.86474962663318,186.50603705155555,314.9320755774223,101.77560822856182,56.891500307135495,55.755774981542,20.152729343460628,14.62792522331941,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2016,0.0012002362548228784,0.10451773836873089
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,4302.337525140646,1346.6213794815167,2187.757970265525,670.174721459035,919.4405826843108,12.10207431513345,721.7754370626554,23.33146863888829,531.0466663834834,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2017,0.004978242292791411,0.20370421197640676
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,957.2982212619714,142.8688595807667,686.4780051155153,79.72184757126385,201.9822834186841,53.15705662932418,155.48381229754048,16.980783099236817,30.535266056346565,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2017,0.0016885914518787182,0.03825463092419278
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,4661.381129821002,2617.9916499174265,5460.711574346826,1135.7360214866949,788.9884894020269,44.30718209890976,443.45832635412404,15.753026640808937,484.3019315343891,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2017,0.007123141967908701,5.189162444118156
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,494.127042354834,191.39615366247895,189.86808604646424,103.82517393647294,153.14260709510833,48.32954082991021,56.90001867904784,10.492256033882462,28.35679415231854,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2017,0.0037090162752785242,0.038007159447300494
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1362.595323797241,733.8708689593961,2811.6286159331275,1058.9000221102442,854.4610719892556,22.40900604870445,208.50682026106205,17.070037823002377,140.03477413704863,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2017,0.028153769951534166,1.6236720628027235
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,2129.1818957627715,181.58508730872174,1278.848668474408,1327.9530720354314,346.999727241064,38.96522430834915,224.60026745408047,24.226137687120804,426.9621800170606,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2017,0.002044403996450792,0.1504119631608654
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,5863.561927348116,2185.4837305920005,4393.45457354006,752.7519450705033,766.9419747559165,24.039800977973687,628.776809388775,11.772133050787255,149.51438032385724,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2017,0.08065377236900653,0.2692139424766532
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,3435.858889137948,689.579335269651,1069.513945025186,892.1283816639748,1212.7782339985265,36.6801047932271,695.6727192613091,16.4880581505359,219.28461546998088,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2017,0.013217927063162568,1.8062553564085342
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,2500.9142720393197,693.9442979852431,4356.537650178732,1368.4957988474405,486.2587018564673,56.11114704194952,180.93797029825794,18.46298711427181,125.23344734724317,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2017,0.002457661708433049,0.5752913266075934
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,2281.1982556574544,174.6437193948407,1950.8704188742133,226.97517238582975,803.8910169767522,19.164587999482173,281.5200958671323,18.089836850623573,141.40332414279712,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2017,0.0016785624175961141,0.1822851127581565
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,6120.515858163838,1979.0723039531479,1689.5630947459595,2221.0169119641237,1252.962082702901,37.10459956660495,891.8508266583358,20.3167021740112,584.440641851718,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2017,0.00901624435539585,1.0423683534826478
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,2556.5098180216028,548.8742583033958,1728.6376678371155,1263.123731663971,552.1088655606984,52.33046037844376,293.15130339855125,18.25052234987664,209.20919635858846,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2017,0.007364685426417567,0.15739849435490835
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,6397.926548273982,982.1323504524378,4145.787747540109,1488.1160748063746,1563.8663732287716,13.388792466933204,794.6166793050859,21.916545749556537,199.58620361074298,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2017,0.006278924081650264,7.483589833854459
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,5092.592257883677,1407.3108948623856,3426.389211902376,1517.3863864028751,938.0984366546344,30.46612087800972,212.90111492015265,10.012110729877689,314.15363626800416,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2017,0.004049243313175713,0.2535096420338786
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,132.56473799452246,20.602583973960552,243.62432592477202,127.22170384747822,25.303442652064028,40.01431816875732,37.82529941928699,24.513753874249687,9.892000849737714,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2017,0.00027835233953408633,0.06847162573379502
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,2345.6901964727062,764.6637769017548,3378.24270653387,827.5931792489986,524.3490626581103,36.52726691399526,394.3754167062145,20.51311830120101,127.14779209702917,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2017,0.002975991493342196,2.549195072877118
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1182.09502243214,1396.5890286685799,2246.0506020542743,919.7759259491447,550.1805495133433,39.34121465610552,260.9508420536428,13.944559474458156,221.79474169802035,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2017,0.0069153529098620065,0.2192896083029523
